"","FID","Join_Count","TARGET_FID","Field1","barcode","stratum","lcode","sdate","utm_e","utm_n","snag","OBJECTID","uniq_id","aa_num","AQUA_CODE","AQUA_DESC","pool","Area","Perimeter","bath_pct","max_depth","avg_depth","sd_depth","tot_vol","area_gt50","area_gt100","area_gt200","area_gt300","avg_fetch","shoreline_density_index","econ","sill","min_rm","max_rm","len_met","len_prm_lotic","pct_prm_lotic","num_lotic_outl","len_prm_lentic","pct_prm_lentic","num_lentic_outl","pct_aqveg","pct_opwat","len_terr","pct_terr","pct_aq","len_wetf","pct_prm_wetf","pct_terr_shore_wetf","len_wd","wdl_p_m2","num_wd","scour_wd","psco_wd","len_revln","rev_p_m2","num_rev","pct_terr_shore_rev","pct_prm_rev","area_tpi1","pct_tpi1","area_tpi2","pct_tpi2","area_tpi3","pct_tpi3","area_tpi4","pct_tpi4","sinuosity","year_phot","RIVER_MILE","NEAR_TERR_FID.p","NEAR_TERR_DIST.p","NEAR_TERR_CLASS_31.p","NEAR_TERR_CLASS_15.p","NEAR_TERR_CLASS_7.p","NEAR_TERR_CLASS_31_N.p","NEAR_TERR_CLASS_15_N.p","NEAR_TERR_CLASS_7_N.p","NEAR_TERR_HEIGHT_N.p","NEAR_FOREST_FID.p","NEAR_FOREST_DIST.p","NEAR_FOREST_CLASS_31.p","NEAR_FOREST_CLASS_15.p","NEAR_FOREST_CLASS_7.p","NEAR_FOREST_CLASS_31_N.p","NEAR_FOREST_CLASS_15_N.p","NEAR_FOREST_CLASS_7_N.p","NEAR_FOREST_HEIGHT_N.p","year.p","sitetype.p","depth.p","current.p","gear.p","stageht.p","substrt.p","wingdyke.p","riprap.p","trib.p","snagyn","area_le50","area_le100","area_le200","area_le300","pct_area_le100","pct_area_le50","pct_area_le200","pct_area_le300","stratum_name"
"11",155,1,155,5288,11000226,"BWC-S","D22.RS","8/26/1993 0:00:00",580245,4911695,0,1878,"P04_CFL_44",1878,"CFL","Contiguous Floodplain Lake","4",2867234.0889,39079.0123346,96.2260113564,4.56,0.768208477038,0.473824565941,2074792,2031378.29181,561057.683331,72983.1673553,6492.17511589,0.508614584543,6.51039099136,28.2138044634,140923.070674,755.308776855,758.404052734,4981.35128311,2021.43816465,5.17269512172,8,0,0,0,76.5876215305,23.4123784695,37057.57417,94.8273048784,5.1726951216,21771.3392027,55.7110784077,58.7500387986,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,756,290,22.787996868,"Dmp","Dm","Ma","Deep marsh perennial","Deep marsh","Marsh"," ",807,66.5914836178,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1993,"0",1.1,0.01,"D",NA,"2","0","0","0","no",835855.79709,2306176.405569,2794250.9215447,2860741.91378411,0.804320935809518,0.291519900773317,0.974545793928078,0.997735735934145,"Backwater, Contiguous Shoreline"
"12",169,1,169,5826,11006920,"MCB-U","D8.RS","10/16/2014 0:00:00",583945,4910945,1,3558,"P04_USCB_11",11,"USCB","Unstructured Channel Border","4",113530.165245,2021.82569745,96.7143840256,5.77,1.23978147052,1.02614443838,136159,96758.9600964,59741.2346583,29017.2843327,20136.2235027,NA,1.69271228096,NA,NA,754.911376953,755.458190918,880.009586433,NA,NA,NA,195.058419844,9.64763778055,2,26.3244260038,73.6755739962,615.637291674,30.4495729998,69.5504270002,563.125121026,27.8523080272,91.4702745662,0,0,0,0,0,896.830866043,0.00789949406052,1,100,100,11,0.00968905486596,103683,91.326388697,3357,2.95692338046,2708,2.38526914336,0.0243325145902,2010,755,280,58.0082205946,"Dmp","Dm","Ma","Deep marsh perennial","Deep marsh","Marsh"," ",43,127.833954797,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2014,"0",2,0.32,"D",NA,"3","0","0","0","yes",16771.2051486,53788.9305867,84512.8809123,93393.9417423,0.473785363305185,0.147724660775464,0.744409036399443,0.822635477899238,"Main Channel Border--Unstructured"
"13",215,1,215,7179,11003576,"BWC-S","F26A.RS","10/12/2000 0:00:00",578095,4915145,1,2043,"P04_CFL_209",2043,"CFL","Contiguous Floodplain Lake","4",75656.9740132,5293.35586802,92.060250768,3.39,0.873350144092,0.555381402965,59646,54704.0483505,23350.3581555,2857.6151406,209.341677454,0.060833312539,5.42877293164,54.4430648535,13928.7742659,759.621948242,760.449645996,1332.04710342,325.557326026,6.15030113492,3,0,0,0,97.0924721494,2.9075278506,4967.79854201,93.8496988654,6.15030113461,4100.40032462,77.4631524284,82.5395854913,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,759,1206,3.99738608948,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",439,3.99738608948,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2000,"1",0.7,0,"D",NA,"1","0","0","0","yes",20952.9256627,52306.6158577,72799.3588726,75447.632335746,0.691365423213648,0.276946387771791,0.962229322836763,0.997233015459785,"Backwater, Contiguous Shoreline"
"14",220,1,220,7492,11000104,"BWC-S","D13.RS","7/29/1993 0:00:00",580295,4914545,0,1853,"P04_CFL_19",1853,"CFL","Contiguous Floodplain Lake","4",8826463.82936,101956.383817,96.7205005883,5.42,0.75617603899,0.440256609626,6286104,5793849.96577,2254755.87844,110404.885388,9776.8835996,0.735056345112,9.68090857796,79.3507437642,440928.058759,757.326965332,761.163208008,6173.81878819,4677.32557404,4.58757499916,18,0,0,0,93.8287812706,6.1712187294,97279.0582428,95.4124250007,4.58757499932,38956.0185705,38.2085133977,40.0456370304,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,758,162,0,"Dmp","Dm","Ma","Deep marsh perennial","Deep marsh","Marsh"," ",432,4.14207669697,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1993,"0",1.2,0.01,"D",NA,"2","0","0","0","no",3032613.86359,6571707.95092,8716058.943972,8816686.9457604,0.744545956112133,0.343581973734763,0.987491606205788,0.998892321569701,"Backwater, Contiguous Shoreline"
"15",268,1,268,9007,11005133,"BWC-S","D16.RS","10/17/2007 0:00:00",579745,4917445,0,1853,"P04_CFL_19",1853,"CFL","Contiguous Floodplain Lake","4",8826463.82936,101956.383817,96.7205005883,5.42,0.75617603899,0.440256609626,6286104,5793849.96577,2254755.87844,110404.885388,9776.8835996,0.735056345112,9.68090857796,79.3507437642,440928.058759,757.326965332,761.163208008,6173.81878819,4677.32557404,4.58757499916,18,0,0,0,93.8287812706,6.1712187294,97279.0582428,95.4124250007,4.58757499932,38956.0185705,38.2085133977,40.0456370304,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,760,3118,0,"Smp","Sm","Ma","Shallow marsh perennial","Shallow marsh","Marsh"," ",207,135.531197979,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2007,"0",NA,NA,"D",NA,NA,"0","0","0","no",3032613.86359,6571707.95092,8716058.943972,8816686.9457604,0.744545956112133,0.343581973734763,0.987491606205788,0.998892321569701,"Backwater, Contiguous Shoreline"
"16",269,1,269,9008,11003076,"SCB","C68A.RS","10/14/1999 0:00:00",530495,4938745,1,3503,"P04_TSC_2",2,"TSC","Tertiary Channel","4",157894.835438,6178.13582518,82.6816150369,5.24,1.54277946192,1.02290343491,203569.75,151145.786405,135376.474862,89652.8451816,65996.0956282,NA,4.38599929402,NA,NA,795.385253906,796.844848633,2348.98417795,348.669914977,5.64361038415,2,298.53330135,4.83209352785,6,0,100,5530.93260885,89.524296088,10.475703912,4882.50208655,79.0287268637,89.524296088,37.7352339611,0.000238989665852,1,0,0,0,0,0,0,0,8384,5.30986335097,103205,65.3631258513,34269,21.7036864473,6874,4.35353061481,0.249397970082,2010,796,4606,16.7119210666,"Wm","Wm","Ma","Wet meadow","Wet meadow","Marsh"," ",756,18.1405048756,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1999,"1",1,0.08,"D",NA,"3","0","1","0","yes",6749.04903300002,22518.360576,68241.9902564,91898.7398098,0.142616194592648,0.0427439505179392,0.432199001741234,0.582024988688661,"Side Channel Border"
"17",297,1,297,10207,11005514,"BWC-S","D14.RS","9/8/2009 0:00:00",537445,4936195,0,1911,"P04_CFL_77",1911,"CFL","Contiguous Floodplain Lake","4",1548.42803514,251.543297215,100.101520046,1.5,0.999285714286,0.302577364032,1380,1337.71582301,639.646629089,0,0,0.0649812680115,1.80327642344,0,0,790.479248047,790.539367676,96.7529237347,51.5433902,20.4908621182,1,0,0,0,-6.45812e-10,100.000000001,199.999907017,79.5091378826,20.4908621174,50.7136456789,20.1610006072,25.3568346282,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,790,2621,2.79179782419,"Sb","SdMd","SdMd","Sand bar","Sand/mud","Sand/mud"," ",1622,10.6896069351,"SxCm","WtFo","Fo","Salix community","Wet forest","Forest","20-50 feet",2009,"0",NA,NA,"D",NA,NA,"0","0","0","no",210.71221213,908.781406051,1548.42803514,1548.42803514,0.586905807326611,0.136081372429393,1,1,"Backwater, Contiguous Shoreline"
"18",299,1,299,10265,11003207,"BWC-S","D18.RS","7/18/2000 0:00:00",584495,4911545,1,2083,"P04_CFL_249",2083,"CFL","Contiguous Floodplain Lake","4",5307.46186904,514.807065224,95.6200934689,1.73,0.614236453202,0.311944139327,3046,2947.03234996,570.514541726,0,0,0.055354887218,1.99340767216,0,0,755.205200195,755.324035645,191.246643103,189.219867822,36.7554916403,1,0,0,0,100,0,325.587197404,63.2445083601,36.7554916399,325.587197404,63.2445083601,100,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,755,212,0,"Dmp","Dm","Ma","Deep marsh perennial","Deep marsh","Marsh"," ",392,10.5768644746,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2000,"0",0.7,0.1,"D",NA,"3","0","0","0","yes",2360.42951908,4736.947327314,5307.46186904,5307.46186904,0.892507086098163,0.444737913775525,1,1,"Backwater, Contiguous Shoreline"
"19",300,1,300,10279,11002768,"BWC-S","F89A.RS","7/7/1999 0:00:00",583345,4909795,1,2074,"P04_CFL_240",2074,"CFL","Contiguous Floodplain Lake","4",1837015.30084,12235.2102771,98.4803991111,11.94,1.56406218933,1.11275378011,2804762,1672014.02287,1180058.32534,389227.732483,183749.170787,0.656719551225,2.54653775287,60.137273382,506715.506497,752.796936035,754.751037598,3144.8138094,1441.67988631,11.7830413508,4,0,0,0,84.4310285676,15.5689714324,10793.5303907,88.2169586484,11.7830413516,1782.67012291,14.5699998818,16.5160986108,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,754,1557,11.5760277648,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",790,11.5760277648,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1999,"1",0.5,0.01,"D",NA,"3","0","0","0","yes",165001.27797,656956.9755,1447787.568357,1653266.130053,0.357621939893259,0.0898203068284466,0.788119493449499,0.899974066245949,"Backwater, Contiguous Shoreline"
"20",301,1,301,10326,11002000,"MCB-W","M759.9E","8/18/1997 0:00:00",577600,4914800,0,3572,"P04_SCB_25",25,"SCB","Structured Channel Border","4",949981.763655,20310.0734773,98.3624144957,9.26,2.56745981313,1.41361220582,2383822.25,934287.833155,863604.769669,639707.043337,386117.613142,NA,5.87826185422,NA,NA,755.446350098,761.628173828,9948.65620164,NA,NA,NA,323.936266973,1.59495369298,5,0.503973410982,99.496026589,8110.92197626,39.9354634799,60.0645365201,4058.25462766,19.9814866854,50.0344429343,3606.91624569,0.0037968268273,46,10,21.7391304348,3548.05067109,0.00373486187507,10,43.7441104905,35.6636172683,4993,0.525589036656,847087,89.1687643288,34498,3.63143813069,49638,5.22515293441,0.0542781414179,2010,759,1200,80.9180962575,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",433,80.9180962575,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1997,"0",0.9,NA,"D",NA,"3","1","0","0","no",15693.9305,86376.9939860001,310274.720318,563864.150513,0.0909248969724109,0.01652024396723,0.326611238434974,0.593552604992716,"Main Channel Border--Wing Dam Area"
"21",303,1,303,10349,11007465,"BWC-S","F100A.RS","10/24/2016 0:00:00",583595,4909445,1,2074,"P04_CFL_240",2074,"CFL","Contiguous Floodplain Lake","4",1837015.30084,12235.2102771,98.4803991111,11.94,1.56406218933,1.11275378011,2804762,1672014.02287,1180058.32534,389227.732483,183749.170787,0.656719551225,2.54653775287,60.137273382,506715.506497,752.796936035,754.751037598,3144.8138094,1441.67988631,11.7830413508,4,0,0,0,84.4310285676,15.5689714324,10793.5303907,88.2169586484,11.7830413516,1782.67012291,14.5699998818,16.5160986108,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,753,4002,8.7356683863,"Wm","Wm","Ma","Wet meadow","Wet meadow","Marsh"," ",1824,222.61328924,"Uf","Uf","Fo","Upland forest","Upland forest","Forest",">50 feet",2016,"1",0.48,0.02,"D",NA,"1","0","0","0","yes",165001.27797,656956.9755,1447787.568357,1653266.130053,0.357621939893259,0.0898203068284466,0.788119493449499,0.899974066245949,"Backwater, Contiguous Shoreline"
"22",304,1,304,10412,11007541,"SCB","C3A.RS","7/7/2017 0:00:00",532045,4938995,1,3503,"P04_TSC_2",2,"TSC","Tertiary Channel","4",157894.835438,6178.13582518,82.6816150369,5.24,1.54277946192,1.02290343491,203569.75,151145.786405,135376.474862,89652.8451816,65996.0956282,NA,4.38599929402,NA,NA,795.385253906,796.844848633,2348.98417795,348.669914977,5.64361038415,2,298.53330135,4.83209352785,6,0,100,5530.93260885,89.524296088,10.475703912,4882.50208655,79.0287268637,89.524296088,37.7352339611,0.000238989665852,1,0,0,0,0,0,0,0,8384,5.30986335097,103205,65.3631258513,34269,21.7036864473,6874,4.35353061481,0.249397970082,2010,796,1931,23.9845777401,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1164,23.9845777401,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2017,"1",1,0.05,"D",NA,"1","0","0","0","yes",6749.04903300002,22518.360576,68241.9902564,91898.7398098,0.142616194592648,0.0427439505179392,0.432199001741234,0.582024988688661,"Side Channel Border"
