"","FID","Join_Count","TARGET_FID","Field1","barcode","stratum","lcode","sdate","utm_e","utm_n","snag","OBJECTID","uniq_id","aa_num","AQUA_CODE","AQUA_DESC","pool","Area","Perimeter","bath_pct","max_depth","avg_depth","sd_depth","tot_vol","area_gt50","area_gt100","area_gt200","area_gt300","avg_fetch","shoreline_density_index","econ","sill","min_rm","max_rm","len_met","len_prm_lotic","pct_prm_lotic","num_lotic_outl","len_prm_lentic","pct_prm_lentic","num_lentic_outl","pct_aqveg","pct_opwat","len_terr","pct_terr","pct_aq","len_wetf","pct_prm_wetf","pct_terr_shore_wetf","len_wd","wdl_p_m2","num_wd","scour_wd","psco_wd","len_revln","rev_p_m2","num_rev","pct_terr_shore_rev","pct_prm_rev","area_tpi1","pct_tpi1","area_tpi2","pct_tpi2","area_tpi3","pct_tpi3","area_tpi4","pct_tpi4","sinuosity","year_phot","RIVER_MILE","NEAR_TERR_FID.p","NEAR_TERR_DIST.p","NEAR_TERR_CLASS_31.p","NEAR_TERR_CLASS_15.p","NEAR_TERR_CLASS_7.p","NEAR_TERR_CLASS_31_N.p","NEAR_TERR_CLASS_15_N.p","NEAR_TERR_CLASS_7_N.p","NEAR_TERR_HEIGHT_N.p","NEAR_FOREST_FID.p","NEAR_FOREST_DIST.p","NEAR_FOREST_CLASS_31.p","NEAR_FOREST_CLASS_15.p","NEAR_FOREST_CLASS_7.p","NEAR_FOREST_CLASS_31_N.p","NEAR_FOREST_CLASS_15_N.p","NEAR_FOREST_CLASS_7_N.p","NEAR_FOREST_HEIGHT_N.p","year.p","sitetype.p","depth.p","current.p","gear.p","stageht.p","substrt.p","wingdyke.p","riprap.p","trib.p","snagyn","area_le50","area_le100","area_le200","area_le300","pct_area_le100","pct_area_le50","pct_area_le200","pct_area_le300","stratum_name"
"11",97,1,97,3009,13007947,"BWC-S","F1A.RS","9/4/2014 0:00:00",715525,4680336,1,4532,"P13_TSC_39",39,"TSC","Tertiary Channel","13",1489762.74504,27874.9742098,82.3872797253,6.52,1.57721903015,0.841661348101,1935247.75,1439752.1896,1269994.37587,807071.117851,437021.378964,NA,6.442448973,NA,NA,550.104431152,556.403625488,10137.5454127,1486.20492833,5.33168180585,14,4595.88534687,16.4874963194,23,1.172535697e-05,99.9999882746,21100.1525199,75.6956844555,24.3043155445,10593.6843192,38.0042838406,50.2066717727,95.6226728183,6.4186510998e-05,2,2,100,0,0,0,0,0,3899,0.261719526346,1230780,82.6158396092,46405,3.11492552452,13121,0.880744269091,0.333632230594,2010,554,13185,33.8436767507,"Wm","Wm","Ma","Wet meadow","Wet meadow","Marsh"," ",3857,44.9759123985,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2014,"1",1,0.19,"D",NA,"1","0","0","0","yes",50010.55544,219768.36917,682691.627189,1052741.366076,0.14751903945893,0.0335694764864437,0.45825526880837,0.706650350588364,"Backwater, Contiguous Shoreline"
"12",99,1,99,3075,13006260,"BWC-S","D9.RS","9/9/2009 0:00:00",719275,4676535,0,953,"P13_CFL_149",953,"CFL","Contiguous Floodplain Lake","13",211056.085909,10308.2029276,16.1805331758,0.69,0.303403826788,0.173380856833,7158,2133.51380028,0,0,0,0.0541024896022,6.32964113311,21.2894766292,0,550.757446289,552.070251465,2112.74988194,579.893686111,5.62555559086,3,0,0,0,22.1611458601,77.8388541399,9728.30922115,94.3744442118,5.62555578817,8990.97123293,87.2215195614,92.4206974567,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,551,9345,4.27597478148,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",3075,4.27597478148,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2009,"0",NA,NA,"D",NA,NA,"0","0","0","no",208922.57210872,211056.085909,211056.085909,211056.085909,1,0.989891247195781,1,1,"Backwater, Contiguous Shoreline"
"13",100,1,100,3076,13002549,"BWC-S","D10.RS","9/24/1998 0:00:00",717625,4677085,1,4532,"P13_TSC_39",39,"TSC","Tertiary Channel","13",1489762.74504,27874.9742098,82.3872797253,6.52,1.57721903015,0.841661348101,1935247.75,1439752.1896,1269994.37587,807071.117851,437021.378964,NA,6.442448973,NA,NA,550.104431152,556.403625488,10137.5454127,1486.20492833,5.33168180585,14,4595.88534687,16.4874963194,23,1.172535697e-05,99.9999882746,21100.1525199,75.6956844555,24.3043155445,10593.6843192,38.0042838406,50.2066717727,95.6226728183,6.4186510998e-05,2,2,100,0,0,0,0,0,3899,0.261719526346,1230780,82.6158396092,46405,3.11492552452,13121,0.880744269091,0.333632230594,2010,552,9656,45.2641324412,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",3386,45.2641324412,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1998,"0",0.5,0.01,"D",NA,"1","0","0","0","yes",50010.55544,219768.36917,682691.627189,1052741.366076,0.14751903945893,0.0335694764864437,0.45825526880837,0.706650350588364,"Backwater, Contiguous Shoreline"
"14",102,1,102,3143,13005214,"SCB","D6.RS","8/25/2006 0:00:00",735925,4654085,1,4520,"P13_TSC_27",27,"TSC","Tertiary Channel","13",3679859.71751,42088.2011919,97.8984329989,7.95,1.61799278254,1.13197100997,5828616.75,3478797.24289,2586283.81898,1032174.52229,579218.301158,NA,6.18927530999,NA,NA,526.377380371,532.200073242,9370.69254502,3105.98572988,7.37970652563,18,26639.2332537,63.2938270092,33,2.1338624583,97.8661375417,12342.9821976,29.3264664397,70.6735335603,6349.41327392,15.0859696877,51.4414844992,0,0,0,0,0,710.058483763,0.000192958030542,3,5.75273035637,7.57743870425,49978,1.35814959908,3487548,94.7739388924,73480,1.99681524952,28589,0.776904615792,0.584334654686,2010,530,11109,15.42119647,"SxCm","WtFo","Fo","Salix community","Wet forest","Forest","20-50 feet",4176,15.42119647,"SxCm","WtFo","Fo","Salix community","Wet forest","Forest","20-50 feet",2006,"0",1.2,0.13,"D",NA,"2","0","0","0","yes",201062.47462,1093575.89853,2647685.19522,3100641.416352,0.297178692254599,0.054638624853898,0.719507100398809,0.84259772229852,"Side Channel Border"
"15",105,1,105,3314,13002814,"BWC-S","D12.RS","8/4/1999 0:00:00",735325,4655535,1,4520,"P13_TSC_27",27,"TSC","Tertiary Channel","13",3679859.71751,42088.2011919,97.8984329989,7.95,1.61799278254,1.13197100997,5828616.75,3478797.24289,2586283.81898,1032174.52229,579218.301158,NA,6.18927530999,NA,NA,526.377380371,532.200073242,9370.69254502,3105.98572988,7.37970652563,18,26639.2332537,63.2938270092,33,2.1338624583,97.8661375417,12342.9821976,29.3264664397,70.6735335603,6349.41327392,15.0859696877,51.4414844992,0,0,0,0,0,710.058483763,0.000192958030542,3,5.75273035637,7.57743870425,49978,1.35814959908,3487548,94.7739388924,73480,1.99681524952,28589,0.776904615792,0.584334654686,2010,531,13237,49.6376597639,"Wms","WtSh","Fo","Wet meadow shrub","Wet shrub","Forest"," ",3497,61.9889938816,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1999,"0",0.5,0.1,"D",NA,"1","0","0","0","yes",201062.47462,1093575.89853,2647685.19522,3100641.416352,0.297178692254599,0.054638624853898,0.719507100398809,0.84259772229852,"Backwater, Contiguous Shoreline"
"16",106,2,106,3360,13000381,"BWC-S","D8.RS","10/11/1993 0:00:00",719575,4676585,1,954,"P13_CFL_150",954,"CFL","Contiguous Floodplain Lake","13",196592.68042,2907.57419225,74.2525101586,1.14,0.652070874862,0.195092317446,86234,111396.159368,3295.92680619,0,0,0.208506965249,1.8498742265,0,0,551.052001953,551.802062988,1207.10322607,491.370348528,16.8996667338,1,0,0,0,1.72644189639,98.2735581036,2416.20386004,83.1003338274,16.8996661726,2108.33309895,72.5117558331,87.2580800742,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,551,9651,3.99764987535,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",3381,3.99764987535,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1993,"0",0.8,0.02,"D",NA,"1","0","0","0","yes",85196.521052,193296.75361381,196592.68042,196592.68042,0.983234743027316,0.43336568213011,1,1,"Backwater, Contiguous Shoreline"
"17",113,1,113,3657,13007982,"SCB","D5.RS","9/17/2014 0:00:00",736025,4657235,1,4521,"P13_TSC_28",28,"TSC","Tertiary Channel","13",37274.69319,2392.03560313,64.7221960407,1.68,0.627309697602,0.337669524905,15039.75,35757.1049702,25934.3563526,23221.4563584,23221.4563584,NA,3.49506831278,NA,NA,532.227539063,532.764892578,864.78450583,176.945944958,7.39729562246,2,0,0,0,92.0842671675,7.91573283246,2215.08965541,92.6027042621,7.39729573793,109.252743628,4.56735441082,4.93220413725,0,0,0,0,0,58.654841344,0.0015735834778,1,2.64796692092,6.78259623624,0,0,27792,74.5599698389,1338,3.58956676901,4,0.0107311413124,0.184488622191,2010,532,11125,7.53658491803,"SxCm","WtFo","Fo","Salix community","Wet forest","Forest","20-50 feet",4192,7.53658491803,"SxCm","WtFo","Fo","Salix community","Wet forest","Forest","20-50 feet",2014,"0",0.7,0.1,"D",NA,"1","0","0","0","yes",1517.5882198,11340.3368374,14053.2368316,14053.2368316,0.304236892832222,0.040713634101947,0.377018175842965,0.377018175842965,"Side Channel Border"
"18",124,1,124,4289,13007191,"BWC-S","D8.RS","8/28/2012 0:00:00",725125,4673435,1,4506,"P13_SC_13",13,"SC","Side Channel","13",1975277.15563,27382.7045493,86.9776676707,6.51,1.88070664435,1.25408231775,3230348.75,1811914.31177,1592768.34274,1141340.46971,735752.568031,NA,5.4961349535,NA,NA,542.895141602,548.18170166,8507.87256374,1793.66077892,6.5503419346,13,475.117487438,1.73510066028,12,0.880843184988,99.119156815,25113.926283,91.7145574053,8.28544259467,18765.1073245,68.5290501189,74.7199267571,615.998681148,0.000311854303277,4,2,50,11.6739670049,5.910040002e-06,1,0.0464840378734,0.137213703161,17280,0.874813944501,1686849,85.3980918674,62181,3.14796330342,73999,3.74625909023,0.371159818074,2010,546,11619,22.1618662092,"Smp","Sm","Ma","Shallow marsh perennial","Shallow marsh","Marsh"," ",3778,60.6075006797,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2012,"0",0.6,0,"D",NA,"1","0","0","0","yes",163362.84386,382508.81289,833936.68592,1239524.587599,0.193648173270146,0.0827037579989106,0.422187176894688,0.627519325106386,"Backwater, Contiguous Shoreline"
"19",145,1,145,4908,13001093,"IMP-S","D18.RS","8/22/1995 0:00:00",736325,4642685,1,1004,"P13_CFL_200",1004,"CFL","Contiguous Floodplain Lake","13",16783827.1249,42663.7284045,97.9599281954,5.91,1.05058006408,0.398635824347,17025389,15331032.9983,8777131.88526,153333.429609,32969.7750567,3.0674054055,2.93770630544,23.9339510327,546202.7924,522.579467773,528.235290527,9102.14179092,24285.113054,56.922153694,4,1612.89122282,3.7804741478,14,76.1965922818,23.8034077182,16765.7241277,39.2973721582,60.7026278418,10094.5465864,23.6607229699,60.2094279347,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,522,9410,14.0116268482,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",3140,14.0116268482,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1995,"0",0.8,0,"D",NA,"2","0","0","0","yes",1452794.1266,8006695.23964,16630493.695291,16750857.3498433,0.477048242933907,0.0865591688825653,0.990864215386161,0.998035622339807,"Impounded--Shoreline"
"20",159,1,159,5486,13005211,"IMP-S","D16.RS","8/21/2006 0:00:00",733675,4647985,1,1002,"P13_CFL_198",1002,"CFL","Contiguous Floodplain Lake","13",9828576.60533,24485.8910189,98.7139378324,3.51,1.1482307615,0.367091627589,10997112,9391495.91391,6984622.87267,238279.335681,2593.76807808,2.67343700647,2.20325957906,25.451716587,18829.5497107,522.438720703,526.569396973,6647.66254836,15612.30652,63.7604182259,3,673.139389533,2.74909084997,2,59.5288010846,40.4711989154,8200.44510939,33.4904909242,66.5095090758,3001.88855805,12.2596664166,36.6064099937,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,526,9382,19.0910917451,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest","20-50 feet",3112,19.0910917451,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest","20-50 feet",2006,"0",0.7,0,"D",NA,"1","0","0","0","yes",437080.69142,2843953.73266,9590297.269649,9825982.83725192,0.289355605278361,0.0444703957623907,0.975756475708621,0.9997360993171,"Impounded--Shoreline"
"21",165,1,165,5717,13008460,"IMP-S","H27A.RS","6/15/2016 0:00:00",733725,4646285,1,1002,"P13_CFL_198",1002,"CFL","Contiguous Floodplain Lake","13",9828576.60533,24485.8910189,98.7139378324,3.51,1.1482307615,0.367091627589,10997112,9391495.91391,6984622.87267,238279.335681,2593.76807808,2.67343700647,2.20325957906,25.451716587,18829.5497107,522.438720703,526.569396973,6647.66254836,15612.30652,63.7604182259,3,673.139389533,2.74909084997,2,59.5288010846,40.4711989154,8200.44510939,33.4904909242,66.5095090758,3001.88855805,12.2596664166,36.6064099937,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,525,8991,9.80146480055,"Dv","Dv","Dv","Developed","Developed","Developed"," ",3466,47.7819011333,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2016,"1",0.7,0,"D",NA,"3","0","0","0","yes",437080.69142,2843953.73266,9590297.269649,9825982.83725192,0.289355605278361,0.0444703957623907,0.975756475708621,0.9997360993171,"Impounded--Shoreline"
"22",166,1,166,5734,13006035,"BWC-S","F35A.RS","10/22/2008 0:00:00",733575,4662585,1,4540,"P13_TSC_47",47,"TSC","Tertiary Channel","13",215162.686674,10872.3552314,81.5661872943,4.82,0.99296227758,0.649308535032,174389,199085.656996,151266.205141,95694.3867448,87443.2247469,NA,6.61203619532,NA,NA,535.859313965,537.945800781,3357.86669246,121.015842728,1.11306005141,2,1796.00133561,16.5189721765,14,5.88913142231,94.1108685777,8955.33805304,82.3679677718,17.6320322282,3306.92173377,30.4158727653,36.9268219043,0,0,0,0,0,0,0,0,0,0,1086,0.504734355565,169642,78.8435962677,27548,12.8033351999,229,0.106431093393,0.384393527983,2010,536,10826,0,"Rd","RdLv","GrFb","Roadside","Road/levee","Grass/forbs"," ",4704,83.6612329739,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2008,"1",0.9,0,"D",NA,"4","0","1","0","yes",16077.029678,63896.481533,119468.2999292,127719.4619271,0.296968226790232,0.0747203426696322,0.555246366254063,0.593594846306283,"Backwater, Contiguous Shoreline"
