"","FID","Join_Count","TARGET_FID","Field1","barcode","stratum","lcode","sdate","utm_e","utm_n","snag","OBJECTID","uniq_id","aa_num","AQUA_CODE","AQUA_DESC","pool","Area","Perimeter","bath_pct","max_depth","avg_depth","sd_depth","tot_vol","area_gt50","area_gt100","area_gt200","area_gt300","avg_fetch","shoreline_density_index","econ","sill","min_rm","max_rm","len_met","len_prm_lotic","pct_prm_lotic","num_lotic_outl","len_prm_lentic","pct_prm_lentic","num_lentic_outl","pct_aqveg","pct_opwat","len_terr","pct_terr","pct_aq","len_wetf","pct_prm_wetf","pct_terr_shore_wetf","len_wd","wdl_p_m2","num_wd","scour_wd","psco_wd","len_revln","rev_p_m2","num_rev","pct_terr_shore_rev","pct_prm_rev","area_tpi1","pct_tpi1","area_tpi2","pct_tpi2","area_tpi3","pct_tpi3","area_tpi4","pct_tpi4","sinuosity","year_phot","RIVER_MILE","NEAR_TERR_FID.p","NEAR_TERR_DIST.p","NEAR_TERR_CLASS_31.p","NEAR_TERR_CLASS_15.p","NEAR_TERR_CLASS_7.p","NEAR_TERR_CLASS_31_N.p","NEAR_TERR_CLASS_15_N.p","NEAR_TERR_CLASS_7_N.p","NEAR_TERR_HEIGHT_N.p","NEAR_FOREST_FID.p","NEAR_FOREST_DIST.p","NEAR_FOREST_CLASS_31.p","NEAR_FOREST_CLASS_15.p","NEAR_FOREST_CLASS_7.p","NEAR_FOREST_CLASS_31_N.p","NEAR_FOREST_CLASS_15_N.p","NEAR_FOREST_CLASS_7_N.p","NEAR_FOREST_HEIGHT_N.p","year.p","sitetype.p","depth.p","current.p","gear.p","stageht.p","substrt.p","wingdyke.p","riprap.p","trib.p","snagyn","area_le50","area_le100","area_le200","area_le300","pct_area_le100","pct_area_le50","pct_area_le200","pct_area_le300","stratum_name"
"11",168,1,168,5825,12007347,"BWC-S","D16.RS","8/6/2013 0:00:00",643320,4842399,0,2459,"P08_CFL_159",2459,"CFL","Contiguous Floodplain Lake","8",647218.749716,11389.8495074,85.0446622941,4.87,0.595944266788,0.318461578062,318216,283164.133373,61532.420343,655.2992275,463.360586256,0.167945606925,3.99381100177,23.1424866584,26323.8142467,690.249755859,691.700378418,2334.5449091,404.989786372,3.55570796707,5,0,0,0,98.5061128503,1.4938871497,11001.811897,96.5931278535,3.40687214654,5300.58545543,46.5378006267,48.1792045261,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,691,6820,33.975481606,"Smp","Sm","Ma","Shallow marsh perennial","Shallow marsh","Marsh"," ",2314,64.7550477059,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2013,"0",0.2,NA,"D",NA,NA,"0","0","0","no",364054.616343,585686.329373,646563.4504885,646755.389129744,0.904927939170488,0.562490837143929,0.998987515074637,0.999284074223036,"Backwater, Contiguous Shoreline"
"12",295,1,295,10106,12008156,"SCB","D8.RS","6/23/2016 0:00:00",641470,4843600,1,2472,"P08_CFL_172",2472,"CFL","Contiguous Floodplain Lake","8",24264.980402,1946.00281034,66.2477353523,1.57,0.261577287066,0.189358133445,3885,1154.44121456,334.608690708,0,0,0.0435096452653,3.52410272199,47.1652663947,0,691.691833496,691.940795898,400.665152035,173.171558647,8.89883394448,4,0,0,0,97.7402306692,2.2597693308,1772.83125167,91.1011660543,8.89883394566,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,691,5040,3.55424629058,"Dmp","Dm","Ma","Deep marsh perennial","Deep marsh","Marsh"," ",2088,139.29781704,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2016,"0",1.4,0.51,"D",NA,"3","0","0","0","yes",23110.53918744,23930.371711292,24264.980402,24264.980402,0.986210222091075,0.952423566991019,1,1,"Side Channel Border"
"13",298,1,298,10208,12005473,"BWC-S","D13.RS","8/9/2005 0:00:00",642120,4844450,0,2528,"P08_CFL_228",2528,"CFL","Contiguous Floodplain Lake","8",313609.526246,10075.3856821,84.2688049574,1.56,0.416906276707,0.188425097398,105842,62401.8635262,3023.8311455,0,0,0.139702234914,5.07530474927,72.1727020262,0,691.885925293,692.662780762,1250.22458048,1643.31018285,16.3101466753,4,38.6432499856,0.383541148745,2,90.0910020084,9.9089979916,8393.43224929,83.3063121762,16.6936878238,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,692,5052,0,"Dmp","Dm","Ma","Deep marsh perennial","Deep marsh","Marsh"," ",1961,37.1593536242,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2005,"0",1,0.1,"D",NA,"3","0","0","0","no",251207.6627198,310585.6951005,313609.526246,313609.526246,0.990357974192633,0.801020510208446,1,1,"Backwater, Contiguous Shoreline"
"14",306,1,306,10425,12006729,"SCB","D12.RS","7/7/2011 0:00:00",639420,4834950,0,3814,"P08_SC_1",1,"SC","Side Channel","8",3217051.76636,32633.3361514,99.8857100654,7.59,2.63571613336,1.27219199737,8457288.25,3192686.32151,3012362.53854,2062443.43821,1123561.71187,NA,5.13248298039,NA,NA,679.569702148,687.88067627,13375.1830935,3100.46209034,9.50090446149,14,25520.7728691,78.2046087801,25,0,100,4012.10118907,12.2944867496,87.7055132504,809.380546554,2.48022617975,12.2944867496,216.427276171,6.7275036863e-05,1,1,100,333.2496556,0.000103588527572,1,8.30611292925,2.49155210265,54828,1.70429337113,3088381,96.0003513868,49650,1.5433385474,9465,0.294213481392,0.247043642399,2010,685,6138,223.653032003,"Rd","RdLv","GrFb","Roadside","Road/levee","Grass/forbs"," ",2271,795.86107043,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2011,"0",1.9,0.44,"D",NA,"3","0","0","0","no",24365.4448499996,204689.22782,1154608.32815,2093490.05449,0.0636263394827493,0.00757384295297443,0.358902626380926,0.650748016050336,"Side Channel Border"
"15",308,1,308,10440,12004002,"SCB","D9.RS","10/27/1999 0:00:00",640970,4839550,1,3818,"P08_SC_5",5,"SC","Side Channel","8",315604.707438,7743.09939692,97.9944191931,7.73,1.3184533247,0.880200243961,407468,272046.280515,168604.77866,59180.4725209,15872.9004894,NA,3.88810662333,NA,NA,689.072814941,690.485717773,2273.84104365,652.36751777,8.42514714495,9,3507.51343798,45.2985717757,14,1.15615218341,98.8438478166,3583.2184503,46.2762811972,53.7237188028,279.513833227,3.60984431297,46.2762811972,120.793240388,0.000382735864013,1,1,100,35.0048640216,0.00011091363087,1,0.976911246331,1.53945959061,3674,1.16411444868,295321,93.5730656229,10814,3.42643811868,940,0.297840931344,0.362781379646,2010,689,7708,38.996986876,"Wm","Wm","Ma","Wet meadow","Wet meadow","Marsh"," ",1940,571.403613264,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest","20-50 feet",1999,"0",1.1,0.23,"D",5,"2","0","0","0","yes",43558.426923,146999.928778,256424.2349171,299731.8069486,0.465772294625478,0.138015770666402,0.812485456882718,0.949706388671284,"Side Channel Border"
"16",310,1,310,10474,12008574,"MCB-W","M700.1C","9/6/2017 0:00:00",638083,4854761,1,3937,"P08_SCB_33",33,"SCB","Structured Channel Border","8",471136.151668,8262.61637098,92.3512234117,13.24,4.12920086026,2.17186586915,1823971.25,428331.58121,404444.824887,361078.852884,318954.973941,NA,3.39577918568,NA,NA,698.001464844,700.561218262,4119.51356572,NA,NA,NA,241.295447289,2.92032736914,3,0.10836731191,99.8916326881,3397.69105779,41.1212490722,58.8787509278,3156.00594617,38.196205711,92.8867837744,1034.18340508,0.00219508395061,15,8,53.3333333333,2362.23187467,0.00501390493238,6,69.5246222947,57.3424953453,19781,4.19857400668,352814,74.8857838124,35018,7.43267097548,43389,9.20943974399,0.0446178186355,2010,700,5964,69.9054464873,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2526,69.9054464873,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2017,"0",2,0.19,"D",NA,"3","1","0","0","yes",42804.570458,66691.326781,110057.298784,152181.177727,0.141554254635072,0.0908539289682094,0.23359977449057,0.323008916187436,"Main Channel Border--Wing Dam Area"
"17",316,1,316,10699,12006243,"MCB-U","D21.RS","8/12/2009 0:00:00",639920,4852900,0,3933,"P08_SCB_29",29,"SCB","Structured Channel Border","8",455920.349803,7479.82926233,92.9109657384,10.73,2.65772430718,1.78380240811,1110065,389956.600232,339988.427459,230265.5624,154740.233578,NA,3.12494417925,NA,NA,696.199157715,698.322509766,3417.19538976,NA,NA,NA,123.523624825,1.65142305383,2,3.10467366813,96.8953263319,3182.12738139,42.5427809885,57.4572190115,1289.79864832,17.2436910401,40.5325901114,972.859742328,0.0021338370677,12,5,41.6666666667,2238.07635812,0.00490891963714,5,70.3327079616,65.4945387327,5355,1.17454726518,360983,79.1767685202,16931,3.71358725429,46436,10.185112382,0.0580660422698,2010,698,5340,45.4570429295,"Dv","Dv","Dv","Developed","Developed","Developed"," ",2217,307.067190958,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2009,"0",1.8,0.3,"D",NA,"3","0","1","0","no",65963.749571,115931.922344,225654.787403,301180.116225,0.254281087462083,0.144682617478036,0.494943442424765,0.660598098670388,"Main Channel Border--Unstructured"
"18",318,1,318,10799,12008528,"BWC-S","D13.RS","8/17/2017 0:00:00",637770,4857500,0,2633,"P08_CFL_334",2633,"CFL","Contiguous Floodplain Lake","8",668874.021543,7032.04347286,73.563927459,1.75,0.489642675612,0.307990894633,233435,205597.16388,29580.3914883,0,0,0.213288979615,2.42551771468,33.045941151,26810.5956653,701.190429688,702.051696777,1386.07157701,252.906859648,3.59649169724,2,7.50368683689,0.106707059845,1,78.6476775467,21.3523224533,6771.63292638,96.296801243,3.70319875702,3015.17004718,42.8775797365,44.5264839362,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,701,5998,24.3296431118,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2560,24.3296431118,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2017,"0",0.7,0,"D",NA,"2","0","1","0","no",463276.857663,639293.6300547,668874.021543,668874.021543,0.955775840389103,0.692621992694954,1,1,"Backwater, Contiguous Shoreline"
"19",320,1,320,10891,12000768,"SCB","D8.RS","7/22/1994 0:00:00",639970,4853900,1,3830,"P08_SC_17",17,"SC","Side Channel","8",1226171.09237,13783.2268774,93.0763257348,11.89,2.65222010512,1.85938463561,3027509.25,1065943.34439,958999.93621,616839.67269,380469.905978,NA,3.51132021064,NA,NA,698.180053711,701.635253906,5560.59188182,1410.95360845,10.2367436958,8,962.62941339,6.98406419594,13,2.52803368982,97.4719663102,11409.6438555,82.7791921078,17.2208078922,8901.18576542,64.5798392829,82.7791921078,496.37608074,0.000404817960421,3,2,66.6666666667,1075.85676678,0.000877411621816,7,9.42936326852,19.3478821975,47596,3.88167689617,988765,80.6384203765,66105,5.39117260318,80482,6.56368434232,0.198085701664,2010,699,5361,126.795477518,"Dv","Dv","Dv","Developed","Developed","Developed"," ",2499,194.488067004,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1994,"0",1.9,0,"D",NA,"3","0","1","0","yes",160227.74798,267171.15616,609331.41968,845701.186392,0.217890600930413,0.130673238813928,0.496938333868446,0.689708957954138,"Side Channel Border"
"20",321,1,321,10948,12008670,"SCB","C18A.RS","10/19/2017 0:00:00",641370,4846300,0,3823,"P08_SC_10",10,"SC","Side Channel","8",561915.765476,17525.1630804,89.1414747148,4.54,1.40665071055,0.856822658125,705259.5,426589.532297,315225.110204,112851.163702,19802.2604892,NA,6.59510216165,NA,NA,691.768066406,694.352722168,4159.58990402,1053.03027768,6.00867605539,16,3233.4005707,18.450045548,28,0.00243141674243,99.9975685833,13238.7322321,75.541278397,24.458721603,4380.00736454,24.9926767839,75.541278397,46.6088481129,8.2946325725e-05,1,0,0,0,0,0,0,0,6222,1.10728340123,470463,83.7248265497,42198,7.50966650033,5981,1.0643944106,0.530569209401,2010,693,8072,59.9873327912,"Wm","Wm","Ma","Wet meadow","Wet meadow","Marsh"," ",1975,67.7812335186,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",2017,"1",2,0.5,"D",NA,"3","0","0","0","no",135326.233179,246690.655272,449064.601774,542113.5049868,0.439017145324314,0.240830105673161,0.799167116077614,0.964759379063826,"Side Channel Border"
"21",372,1,372,12482,12003336,"SCB","C11A.RS","9/28/1998 0:00:00",642770,4846050,1,3824,"P08_SC_11",11,"SC","Side Channel","8",2464317.70489,45864.4569595,96.8280183706,13.1,1.79207780651,1.49896387516,4279437,2092757.00371,1548482.7149,781666.215799,356633.04141,NA,8.24181714858,NA,NA,689.288085938,694.612731934,8569.1657872,5277.76049675,11.5072996534,66,18427.5908507,40.1783692042,80,0.620322057487,99.3796779425,22159.1055477,48.314331002,51.685668998,6075.35764308,13.246330701,48.314331002,0,0,0,0,0,0,0,0,0,0,112044,4.5466540202,2108042,85.5426228451,125801,5.10490184567,66817,2.71137929446,0.627107201248,2010,693,5254,38.7200603558,"Dmp","Dm","Ma","Deep marsh perennial","Deep marsh","Marsh"," ",2358,70.8072266842,"Ff","WtFo","Fo","Floodplain forest","Wet forest","Forest",">50 feet",1998,"1",1.6,0.27,"D",4.9,"4","0","0","0","yes",371560.70118,915834.98999,1682651.489091,2107684.66348,0.371638359848119,0.150776298219464,0.68280623304052,0.855281224209717,"Side Channel Border"
"22",377,1,377,12678,12004147,"BWC-S","D13.RS","8/9/2000 0:00:00",639220,4842700,0,2524,"P08_CFL_224",2524,"CFL","Contiguous Floodplain Lake","8",2811958.36946,23530.5351012,81.2583153725,5.99,0.538189823543,0.521134312816,1155214,921491.74762,294909.500909,55207.0355494,7830.56362012,0.430293000166,3.95842506849,1.38395281696,261183.274149,690.090209961,693.23449707,5060.227016,303.719232776,1.2907451168,2,0,0,0,87.321470005,12.678529995,23226.8158684,98.7092548831,1.2907451169,3119.12562804,13.2556510705,13.4289850392,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,691,6833,0,"Smp","Sm","Ma","Shallow marsh perennial","Shallow marsh","Marsh"," ",2836,33.1337645852,"SxCm","WtFo","Fo","Salix community","Wet forest","Forest","20-50 feet",2000,"0",0.2,NA,"D",4.6,NA,"0","0","0","no",1890466.62184,2517048.868551,2756751.3339106,2804127.80583988,0.895123091397106,0.672295380462208,0.980367050896276,0.997215263317848,"Backwater, Contiguous Shoreline"
